"","rowid","pl_hostname","pl_letter","pl_discmethod","pl_pnum","pl_orbper","pl_orbsmax","pl_orbeccen","pl_orbincl","pl_ttvflag","pl_kepflag","pl_k2flag","ra_str","ra","dec_str","dec","st_dist","st_teff","st_mass","st_rad","rowupdate","pl_name","pl_rvamp","pl_eqt","pl_insol","pl_bmassprov","pl_bmassj","pl_bmasse","pl_dens","pl_radj","pl_rade","pl_rads","pl_def_reflink","pl_disc","pl_disc_reflink","pl_locale","pl_facility","pl_telescope","pl_instrument","st_rah","st_glon","st_glat","st_elon","st_elat","st_plx","st_radv","st_sp","st_spstr","st_age"
"540",540,"HD 33142","b","Radial Velocity",1,326.6,1.06,0.12,NA,0,0,0,"05h07m35.54s",76.898087,"-13d59m11.3s",-13.98648,136.8,5052,1.48,4.2,"14/5/14","HD 33142 b",30.4,NA,NA,"Msini",1.3,413.2,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",5.1265391,214.337621,-29.226453,74.07609,-36.704299,7.31,NA,5,"K0 III",3
"541",541,"HD 33283","b","Radial Velocity",1,18.179,0.145,0.48,NA,0,0,0,"05h08m01.01s",77.004219,"-26d47m50.9s",-26.797472,86.88,5995,1.24,1.2,"14/11/19","HD 33283 b",25.2,NA,NA,"Msini",0.33,104.88,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...647..600J target=ref> Johnson et al. 2006 </a>",2006,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...647..600J target=ref> Johnson et al. 2006 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",5.1336146,228.496876,-33.505333,72.023455,-49.428934,11.51,4.1,4.3,"G3 V",NA
"542",542,"HD 33564","b","Radial Velocity",1,388,1.1,0.34,NA,0,0,0,"05h22m33.53s",80.639717,"+79d13m52.1s",79.231148,20.98,6250,1.25,NA,"14/12/3","HD 33564 b",232,NA,NA,"Msini",9.1,2892.1,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...444L..21G target=ref> Galland et al. 2005 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...444L..21G target=ref> Galland et al. 2005 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","ELODIE Spectrograph",5.37598114,133.734459,22.648095,86.893355,55.892842,47.66,0.11,3.7,"F7 V",3
"543",543,"HD 33844","b","Radial Velocity",2,551.4,1.6,0.15,NA,0,0,0,"05h12m36.10s",78.150421,"-14d57m04.0s",-14.951111,100.9,4861,1.78,5.29,"16/1/14","HD 33844 b",33.5,NA,NA,"Msini",1.96,622.9468,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151207316W target=ref>Wittenmyer et al. 2015</a>",2015,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151207316W target=ref>Wittenmyer et al. 2015</a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",5.21002808,215.896894,-28.494268,75.459795,-37.794184,NA,NA,5,"K0 III",1.88
"544",544,"HD 33844","c","Radial Velocity",2,916,2.24,0.13,NA,0,0,0,"05h12m36.10s",78.150421,"-14d57m04.0s",-14.951111,100.9,4861,1.78,5.29,"16/1/14","HD 33844 c",25.4,NA,NA,"Msini",1.75,556.2025,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151207316W target=ref>Wittenmyer et al. 2015</a>",2015,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151207316W target=ref>Wittenmyer et al. 2015</a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",5.21002808,215.896894,-28.494268,75.459795,-37.794184,NA,NA,5,"K0 III",1.88
"545",545,"HD 34445","b","Radial Velocity",1,1049,2.07,0.27,NA,0,0,0,"05h17m40.98s",79.420746,"+07d21m12.0s",7.353343,45.01,5836,1.07,1.38,"14/5/14","HD 34445 b",NA,NA,NA,"Msini",0.79,250,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010ApJ...721.1467H target=ref> Howard et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/abs/2010ApJ...721.1467H target=ref> Howard et al. 2010 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",5.29471639,195.038274,-17.021819,79.098012,-15.686473,22.22,-79.4,4,"G0",8.5
"546",546,"HD 35759","b","Radial Velocity",1,82.467,0.389,0.389,NA,0,0,0,"05h31m33.35s",82.888962,"+64d19m07.6s",64.318779,72.5,6060,1.15,NA,"16/2/25","HD 35759 b",173.9,NA,NA,"Msini",3.76,1195.0408,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>","Ground","Haute-Provence Observatory","1.93 m Telescope","SOPHIE Spectrograph",5.52593079,148.030383,16.213427,85.925025,40.980043,13.83,-12.57,4,"G0",NA
"547",547,"HD 3651","b","Radial Velocity",1,62.218,0.295,0.596,NA,0,0,0,"00h39m21.81s",9.840858,"+21d15m01.7s",21.250473,11.1,5221,0.88,NA,"14/5/14","HD 3651 b",15.9,NA,NA,"Msini",0.229,72.78,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...590.1081F target=ref> Fischer et al. 2003 </a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",0.65605723,119.172655,-41.53309,17.544426,15.615189,NA,-33.5,5,"K0 V",NA
"548",548,"HD 37124","b","Radial Velocity",3,154.378,0.53364,0.054,NA,0,0,0,"05h37m02.49s",84.260361,"+20d43m50.8s",20.730787,33.24,NA,0.85,NA,"16/8/18","HD 37124 b",28.5,NA,NA,"Msini",0.675,214.53525,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJ...730...93W target=ref>Wright et al. 2011</a>",2002,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...582..455B target=ref> Butler et al. 2003 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",5.61735738,185.962494,-5.973532,84.627555,-2.601527,30.08,-23.1,4.4,"G4 V",NA
"549",549,"HD 37124","c","Radial Velocity",3,885.5,1.71,0.125,NA,0,0,0,"05h37m02.49s",84.260361,"+20d43m50.8s",20.730787,33.24,NA,0.85,NA,"16/8/18","HD 37124 c",15.4,NA,NA,"Msini",0.652,207.22516,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJ...730...93W target=ref>Wright et al. 2011</a>",2002,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...582..455B target=ref> Butler et al. 2003 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",5.61735738,185.962494,-5.973532,84.627555,-2.601527,30.08,-23.1,4.4,"G4 V",NA
"550",550,"HD 37124","d","Radial Velocity",3,1862,2.807,0.16,NA,0,0,0,"05h37m02.49s",84.260361,"+20d43m50.8s",20.730787,33.24,NA,0.85,NA,"16/8/18","HD 37124 d",12.8,NA,NA,"Msini",0.696,221.20968,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJ...730...93W target=ref>Wright et al. 2011</a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005ApJ...632..638V target=ref> Vogt et al. 2005 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",5.61735738,185.962494,-5.973532,84.627555,-2.601527,30.08,-23.1,4.4,"G4 V",NA
"551",551,"HD 37605","b","Radial Velocity",2,55.01307,0.2831,0.6767,NA,0,0,0,"05h40m01.73s",85.00721,"+06d03m38.1s",6.060579,42.88,5448,1,0.9,"15/2/5","HD 37605 b",202.99,NA,NA,"Msini",2.802,890.522,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...761...46W target=ref> Wang et al. 2012 </a>",2004,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...611L.133C target=ref> Cochran et al. 2004 </a>","Ground","McDonald Observatory","9.2 m Hobby-Eberly Telescope","High Resolution Spectrograph",5.66714732,199.10447,-12.895244,84.799628,-17.288627,23.32,NA,5,"K0 V",7
"552",552,"HD 37605","c","Radial Velocity",2,2720,3.814,0.013,NA,0,0,0,"05h40m01.73s",85.00721,"+06d03m38.1s",6.060579,42.88,5448,1,0.9,"14/5/14","HD 37605 c",48.9,NA,NA,"Msini",3.366,1069.771,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...761...46W target=ref> Wang et al. 2012 </a>",2012,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...761...46W target=ref> Wang et al. 2012 </a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",5.66714732,199.10447,-12.895244,84.799628,-17.288627,23.32,NA,5,"K0 V",7
"553",553,"HD 38283","b","Radial Velocity",1,363.2,1.02,0.41,NA,0,0,0,"05h37m02.02s",84.258408,"-73d41m57.6s",-73.699341,37.78,5998,1.08,NA,"15/9/10","HD 38283 b",10,NA,NA,"Msini",0.34,108.0622,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJ...732...31T target=ref> Tinney et al. 2011 </a>",2010,"<a href=http://adsabs.harvard.edu/abs/2011ApJ...732...31T target=ref> Tinney et al. 2011 </a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",5.61722717,284.821794,-31.15349,282.605671,-82.607611,26.47,61.3,4.05,"G0/1 V",6.2
"554",554,"HD 38529","b","Radial Velocity",2,14.3098,0.131,0.257,NA,0,0,0,"05h46m34.91s",86.64547,"+01d10m05.5s",1.168193,42.4,5697,1.48,NA,"14/5/14","HD 38529 b",56.1,NA,NA,"Msini",0.839,266.64813,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>",2000,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001ApJ...551.1107F target=ref> Fischer et al. 2001 </a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",5.77636464,204.317354,-13.836886,86.376552,-22.228914,NA,30.2,4.4,"G4 IV",NA
"555",555,"HD 38529","c","Radial Velocity",2,2140.2,3.712,0.341,NA,0,0,0,"05h46m34.91s",86.64547,"+01d10m05.5s",1.168193,42.4,5697,1.48,NA,"14/5/14","HD 38529 c",173.2,NA,NA,"Msini",13.38,4252.39,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>",2000,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001ApJ...551.1107F target=ref> Fischer et al. 2001 </a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",5.77636464,204.317354,-13.836886,86.376552,-22.228914,NA,30.2,4.4,"G4 IV",NA
"556",556,"HD 38801","b","Radial Velocity",1,696.3,1.7,0,NA,0,0,0,"05h47m59.18s",86.996567,"-08d19m39.7s",-8.3277,99.4,5222,1.36,2.53,"14/5/14","HD 38801 b",NA,NA,NA,"Msini",10.7,3400.64,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...715..550H target=ref> Harakawa et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...715..550H target=ref> Harakawa et al. 2010 </a>","Ground","Subaru Telescope","8.2 m Subaru Telescope","HDS Spectrograph",5.79977112,213.267761,-17.863035,86.505421,-31.730564,10.06,NA,4.8,"G8 IV",4.67
"557",557,"HD 39091","b","Radial Velocity",1,2151,3.38,0.6405,NA,0,0,0,"05h37m09.89s",84.291214,"-80d28m08.8s",-80.469124,18.21,5950,1.1,NA,"14/7/23","HD 39091 b",196.4,NA,NA,"Msini",10.27,3264,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>",2001,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002MNRAS.333..871J target=ref> Jones et al. 2002 </a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",5.61941427,292.513482,-29.776203,273.907651,-76.013933,54.92,10.3,4.1,"G1 V",NA
"558",558,"HD 40307","b","Radial Velocity",5,4.3123,0.0468,0.2,NA,0,0,0,"05h54m04.24s",88.51767,"-60d01m24.5s",-60.023472,12.83,4956,0.77,NA,"14/5/14","HD 40307 b",1.94,NA,NA,"Msini",0.0126,4,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...493..639M target=ref> Mayor et al. 2009 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,31.33,5.3,"K3 V",4.5
"559",559,"HD 40307","c","Radial Velocity",5,9.6184,0.0799,0.06,NA,0,0,0,"05h54m04.24s",88.51767,"-60d01m24.5s",-60.023472,12.83,4956,0.77,NA,"14/5/14","HD 40307 c",2.45,NA,NA,"Msini",0.0208,6.6,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...493..639M target=ref> Mayor et al. 2009 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,31.33,5.3,"K3 V",4.5
"560",560,"HD 40307","d","Radial Velocity",5,20.432,0.1321,0.07,NA,0,0,0,"05h54m04.24s",88.51767,"-60d01m24.5s",-60.023472,12.83,4956,0.77,NA,"14/5/14","HD 40307 d",2.75,NA,NA,"Msini",0.0299,9.5,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...493..639M target=ref> Mayor et al. 2009 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,31.33,5.3,"K3 V",4.5
"561",561,"HD 40307","f","Radial Velocity",5,51.76,0.247,0.02,NA,0,0,0,"05h54m04.24s",88.51767,"-60d01m24.5s",-60.023472,12.83,4956,0.77,NA,"14/5/14","HD 40307 f",1.09,NA,NA,"Msini",0.0164,5.2,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>",2013,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,31.33,5.3,"K3 V",4.5
"562",562,"HD 40307","g","Radial Velocity",5,197.8,0.6,0.29,NA,0,0,0,"05h54m04.24s",88.51767,"-60d01m24.5s",-60.023472,12.83,4956,0.77,NA,"14/5/14","HD 40307 g",0.95,NA,NA,"Msini",0.0223,7.1,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>",2013,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A..48T target=ref> Tuomi et al. 2013 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",5.90117798,268.814307,-30.340297,83.514336,-83.429376,77.95,31.33,5.3,"K3 V",4.5
"563",563,"HD 40979","b","Radial Velocity",1,264.15,0.846,0.252,NA,0,0,0,"06h04m29.94s",91.124763,"+44d15m37.6s",44.260445,33.3,6089,1.15,NA,"14/5/14","HD 40979 b",119.4,NA,NA,"Msini",4.01,1274.44,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJS..182...97W target=ref> Wittenmyer et al. 2009 </a>",2002,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003ApJ...586.1394F target=ref> Fischer et al. 2003 </a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",6.07498423,168.495027,10.871678,90.861804,20.824518,NA,32.8,3.8,"F8 V",NA
"564",564,"HD 41004 A","b","Radial Velocity",1,963,NA,0.74,NA,0,0,0,"05h59m49.65s",89.956871,"-48d14m22.9s",-48.239693,43.03,5010,0.7,NA,"14/12/3","HD 41004 A b",99,NA,NA,"Msini",2.54,807.25,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...426..695Z target=ref> Zucker et al. 2004 </a>",2004,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...426..695Z target=ref> Zucker et al. 2004 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",5.99712474,255.488574,-28.19611,89.90862,-71.67897,23.24,42.51,5.15,"K1/K2 V",1.6
"565",565,"HD 41004 B","b","Radial Velocity",1,1.3283,NA,0.081,NA,0,0,0,"05h59m49.65s",89.956886,"-48d14m23.4s",-48.239841,43.03,NA,0.4,NA,"14/12/3","HD 41004 B b",6114,NA,NA,"Msini",18.37,5838.29,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...426..695Z target=ref> Zucker et al. 2004 </a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003A&A...404..775Z target=ref> Zucker et al. 2003 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",5.99712575,255.488742,-28.196126,89.908652,-71.679119,23.24,41.7,6.2,"M2 V",NA
"566",566,"HD 4113","b","Radial Velocity",1,526.62,1.28,0.903,NA,0,0,0,"00h43m12.60s",10.802486,"-37d58m57.5s",-37.982632,44.05,5688,0.99,NA,"14/12/3","HD 4113 b",97.1,NA,NA,"Msini",1.56,495.79,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...480L..33T target=ref> Tamuz et al. 2008 </a>",2007,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...480L..33T target=ref> Tamuz et al. 2008 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",0.72016576,311.465495,-79.008869,351.967113,-38.564966,22.7,4.87,4.5,"G5",6.4
"567",567,"HD 4203","b","Radial Velocity",2,437.05,1.1735,0.52,NA,0,0,0,"00h44m41.20s",11.171676,"+20d26m56.1s",20.448927,77.82,5702,1.13,NA,"14/5/14","HD 4203 b",52.82,NA,NA,"Msini",1.82,578.43,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2014ApJ...785...93K target=ref> Kane et al. 2014 </a>",2001,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...568..352V target=ref> Vogt et al. 2002 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",0.74477838,120.79036,-42.394716,18.385702,14.378731,12.85,-14.1,4.5,"G5",NA
"568",568,"HD 4203","c","Radial Velocity",2,6700,6.95,0.24,NA,0,0,0,"00h44m41.20s",11.171676,"+20d26m56.1s",20.448927,77.82,5702,1.13,NA,"14/5/14","HD 4203 c",22.2,NA,NA,"Msini",2.17,689.66,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2014ApJ...785...93K target=ref> Kane et al. 2014 </a>",2014,"<a href=http://adsabs.harvard.edu/abs/2014ApJ...785...93K target=ref> Kane et al. 2014 </a>","Ground","Gemini Observatory","8.19 m Gemini North Telescope","DSSI Speckle Camera",0.74477838,120.79036,-42.394716,18.385702,14.378731,12.85,-14.1,4.5,"G5",NA
"569",569,"HD 4208","b","Radial Velocity",1,828,1.65,0.052,NA,0,0,0,"00h44m26.65s",11.111043,"-26d30m56.4s",-26.51568,32.7,5600,0.87,NA,"14/7/23","HD 4208 b",19.06,NA,NA,"Msini",0.804,255.5,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>",2001,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...568..352V target=ref> Vogt et al. 2002 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",0.7407362,53.969069,-88.323786,358.735977,-28.567644,30.58,56.2,4.5,"G5 V",NA
"570",570,"HD 42618","b","Radial Velocity",1,149.61,0.554,0.19,NA,0,0,0,"06h12m00.57s",93.002357,"+06d46m59.1s",6.783074,23.5,5727,1.01,1,"16/10/27","HD 42618 b",1.89,337,3.16,"Msini",0.04531,14.4,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016ApJ...830...46F target=ref>Fulton et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016ApJ...830...46F target=ref>Fulton et al. 2016</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",6.20015717,202.358006,-5.591451,93.111492,-16.623795,NA,-53.7,4.4,"G4 V",NA
"571",571,"HD 4308","b","Radial Velocity",1,15.56,0.115,0,NA,0,0,0,"00h44m39.27s",11.163615,"-65d38m58.3s",-65.649521,21.85,5685,0.83,NA,"14/12/3","HD 4308 b",4.07,NA,NA,"Msini",0.0442,14.0475,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...447..361U target=ref> Udry et al. 2006 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...447..361U target=ref> Udry et al. 2006 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",0.74424102,304.054088,-51.463851,324.442677,-60.182943,45.76,95.1,4.5,"G5 V",4.3
"572",572,"HD 4313","b","Radial Velocity",1,356,1.19,0.041,NA,0,0,1,"00h45m40.36s",11.41816,"+07d50m42.1s",7.845021,131.41,5035,1.72,4.9,"14/5/14","HD 4313 b",NA,NA,NA,"Msini",2.3,730.978,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010PASP..122..701J target=ref> Johnson et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010PASP..122..701J target=ref> Johnson et al. 2010 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",0.7612107,120.442132,-54.998837,13.561443,2.706551,7.61,NA,4.5,"G5",2
"573",573,"HD 43197","b","Radial Velocity",1,327.8,0.92,0.83,NA,0,0,0,"06h13m35.66s",93.39859,"-29d53m50.2s",-29.89727,56.3,5508,0.96,1,"14/12/3","HD 43197 b",32.4,NA,NA,"Msini",0.6,190.69,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>",2010,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",6.22657267,236.814792,-20.738599,94.93073,-53.278407,17.76,72.51,4.8,"G8 V",NA
"574",574,"HD 43691","b","Radial Velocity",1,36.96,0.24,0.14,NA,0,0,0,"06h19m34.68s",94.894485,"+41d05m32.3s",41.092304,93.2,6200,1.38,NA,"15/1/22","HD 43691 b",124,NA,NA,"Msini",2.49,791.36,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...473..323D target=ref> da Silva et al. 2007 </a>",2007,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...473..323D target=ref> da Silva et al. 2007 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","ELODIE Spectrograph",6.32629903,172.649463,11.932807,93.870674,17.718754,10.73,-29,4,"G0 IV",2.8
"575",575,"HD 44219","b","Radial Velocity",1,472.3,1.19,0.61,NA,0,0,0,"06h20m14.32s",95.059677,"-10d43m30.0s",-10.725009,50.4,5752,1,1.32,"15/1/22","HD 44219 b",19.4,NA,NA,"Msini",0.58,184.33,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>",2010,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",6.33731181,219.077954,-11.743341,96.003813,-34.058911,19.83,-12.07,4.2,"G2 V",NA
"576",576,"HD 45350","b","Radial Velocity",1,963.6,1.92,0.778,NA,0,0,0,"06h28m45.71s",97.19046,"+38d57m46.7s",38.962963,48.95,5616,1.02,NA,"14/9/18","HD 45350 b",58,NA,NA,"Msini",1.79,568.89,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007AJ....134.1276W target=ref> Wittenmyer et al. 2007 </a>",2004,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005ApJ...619..570M target=ref> Marcy et al. 2005 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",6.47936401,175.387961,12.613545,95.801411,15.668367,20.43,-21.3,4.5,"G5 V",8
"577",577,"HD 45364","b","Radial Velocity",2,226.93,0.6813,0.1684,NA,0,0,0,"06h25m38.48s",96.410316,"-31d28m51.4s",-31.480953,32.58,NA,NA,NA,"14/5/14","HD 45364 b",7.22,NA,NA,"Msini",0.1872,59.4953,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..521C target=ref> Correia et al. 2009 </a>",2008,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..521C target=ref> Correia et al. 2009 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",6.42735443,239.355049,-18.866953,99.486206,-54.709353,30.69,15.9,5,"K0 V",NA
