rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_eccen,koi_fittype,koi_prad,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec
6046,3542928,K04988.01,,CANDIDATE,CANDIDATE,484.172005,0,MCMC,2.38,89.95,235,0.72,1,5858,4.456,1.04,290.96146,38.673439
6049,4946581,K05109.01,,CANDIDATE,CANDIDATE,28.614371,0,MCMC,0.83,85.94,578,26.44,1,5977,4.528,0.842,297.36008,40.031841
6050,4953262,K05110.01,,CANDIDATE,CANDIDATE,105.5901893,0,MCMC,8.1,89.95,709,59.63,1,5069,3.191,4.806,298.76041,40.052792
6059,6067545,K05236.01,,CANDIDATE,CANDIDATE,550.859839,0,MCMC,1.98,89.95,240,0.79,1,6241,4.45,1.031,298.39798,41.314892
6060,6115356,K05237.01,,CANDIDATE,CANDIDATE,380.39474,0,MCMC,1.84,89.95,224,0.6,1,5772,4.608,0.745,289.20016,41.430752
6064,3553900,K04992.01,,CANDIDATE,CANDIDATE,12.5746152,0,MCMC,1.46,88.81,688,52.87,1,5627,4.591,0.763,293.77448,38.654381
6071,5027859,K05117.01,,CANDIDATE,CANDIDATE,33.3722677,0,MCMC,2.2,89.38,491,13.71,1,5494,4.577,0.794,296.01883,40.108009
6073,5036052,K05119.01,,CANDIDATE,CANDIDATE,143.163697,0,MCMC,20.03,89.38,741,71.41,1,5145,3.05,7.653,297.78833,40.130909
6075,5039053,K05121.01,,CANDIDATE,CANDIDATE,401.20438,0,MCMC,2.14,89.95,340,3.16,1,6079,4.018,1.912,298.32886,40.147171
6078,6139220,K05241.01,,CANDIDATE,CANDIDATE,273.6858196,0,MCMC,36.49,89.38,299,1.89,1,6126,4.414,0.976,296.1803,41.413071
6080,6145939,K05243.01,,CANDIDATE,CANDIDATE,17.74544499,0,MCMC,115.37,88.24,1106,353.47,1,6337,3.826,2.216,297.67651,41.428589
6082,6184894,K05245.01,Kepler-1627 b,CONFIRMED,CANDIDATE,7.20283653,0,MCMC,3.15,89.38,794,93.79,1,5388,4.56,0.717,284.05667,41.576729
6084,6197658,K05247.01,,CANDIDATE,CANDIDATE,282.0309,0,MCMC,3.22,89.95,315,2.32,1,6343,4.411,1.137,289.5257,41.500488
6085,6198670,K05248.01,,CANDIDATE,CANDIDATE,179.25465,0,MCMC,1.35,89.95,301,1.94,1,5692,4.496,0.82,289.82709,41.524811
6089,3751118,K05004.01,,CANDIDATE,CANDIDATE,103.363691,0,MCMC,2,89.95,385,5.19,1,5762,4.461,1.022,292.5578,38.8503
6091,5094412,K05124.01,,CANDIDATE,CANDIDATE,276.88125,0,MCMC,6933.48,86.52,239,0.78,1,5511,4.597,0.758,290.2984,40.287842
6093,5113146,K05127.01,,CANDIDATE,CANDIDATE,18.78971153,0,MCMC,44.47,87.66,752,75.6,1,6477,4.439,0.884,295.40698,40.242409
6095,5131276,K05129.01,,CANDIDATE,CANDIDATE,0.668831738,0,MCMC,115.78,88.81,14225,9678286.59,1,3299,0.146,149.058,299.32156,40.265339
6098,6203955,K05249.01,,CANDIDATE,CANDIDATE,19.4533638,0,MCMC,1.29,89.95,744,72.59,1,6372,4.453,1.015,291.50589,41.550388
6102,6266866,K05254.01,,CANDIDATE,CANDIDATE,232.916142,0,MCMC,1.2,89.95,361,4.02,1,5807,4.108,1.496,284.59164,41.639271
6103,6277594,K05255.01,,CANDIDATE,CANDIDATE,3.66069305,0,MCMC,0.55,83.65,1350,785.19,1,6354,4.38,1.102,289.39316,41.696701
6104,9002278,K00701.04,Kepler-62 f,CONFIRMED,CANDIDATE,267.283301,0,MCMC,1.42,89.95,205,0.41,4,4797,4.612,0.653,283.21274,45.349861
6105,6026438,K02045.03,Kepler-354 c,CONFIRMED,CANDIDATE,16.9347748,0,MCMC,1.33,89.38,508,15.77,3,4650,4.589,0.706,285.75146,41.33564
6106,3229150,K02150.02,,CANDIDATE,CANDIDATE,44.7034051,0,MCMC,2.09,89.95,509,15.83,2,5942,4.506,0.938,289.84286,38.309601
6107,11360805,K02422.02,,CANDIDATE,CANDIDATE,57.3885599,0,MCMC,1.95,89.95,452,9.91,2,5495,4.412,0.985,296.55005,49.102322
6109,3758499,K05007.01,,CANDIDATE,CANDIDATE,14.5169379,0,MCMC,1.85,89.95,1030,265.78,1,5934,3.945,1.885,294.36734,38.846889
6115,5179609,K05132.01,,CANDIDATE,CANDIDATE,43.93115026,0,MCMC,73.52,87.09,1007,243.45,1,4977,3.116,6.443,289.61139,40.335838
6118,5184144,K05135.01,,CANDIDATE,CANDIDATE,314.765374,0,MCMC,2,89.95,217,0.53,1,5228,4.6,0.755,290.93436,40.358158
6121,5199426,K05138.01,,CANDIDATE,CANDIDATE,78.60435452,0,MCMC,35.74,89.38,438,8.68,1,5938,4.427,0.985,295.18088,40.339882
6129,8753896,K02473.03,Kepler-389 c,CONFIRMED,CANDIDATE,14.5123099,0,MCMC,1.45,89.95,636,38.75,2,5380,4.564,0.785,291.95999,44.900021
6138,3854101,K05018.01,,CANDIDATE,CANDIDATE,293.5052772,0,MCMC,111.56,89.95,245,0.85,1,5561,4.561,0.854,292.4649,38.907421
6141,3863877,K05021.01,,CANDIDATE,CANDIDATE,288.07937,0,MCMC,3.01,89.95,269,1.25,1,5825,4.504,0.965,294.90323,38.95647
6144,5255259,K05142.01,,CANDIDATE,CANDIDATE,198.895864,0,MCMC,3.33,89.95,264,1.14,1,5184,4.502,0.808,284.54691,40.468529
6147,5263802,K05145.01,,CANDIDATE,CANDIDATE,3.350247222,0,MCMC,588.18,64.17,2243,5980.93,1,6915,3.756,2.768,288.27094,40.400421
6153,6350031,K05267.01,,CANDIDATE,CANDIDATE,5.1778476,0,MCMC,1.41,88.81,1261,597.32,1,6302,4.283,1.226,286.65286,41.756142
6155,6359929,K05269.01,,CANDIDATE,CANDIDATE,371.50631,0,MCMC,2.88,89.95,242,0.8,1,5696,4.491,0.924,290.39795,41.75079
6158,11177676,K03281.01,Kepler-1454 b,CONFIRMED,CANDIDATE,47.0319479,0,MCMC,1.7,89.38,437,8.62,1,5544,4.588,0.764,284.22333,48.831772
6165,3867593,K05023.01,,CANDIDATE,CANDIDATE,73.3378513,0,MCMC,93.7,89.38,620,34.86,1,7216,4.254,1.44,295.69751,38.902
6169,3955444,K05027.01,,CANDIDATE,CANDIDATE,62.312419,0,MCMC,6.15,89.95,838,116.69,1,4999,3.243,5.615,291.82446,39.00618
6174,9274092,K05649.01,,CANDIDATE,CANDIDATE,426.942225,0,MCMC,2.32,89.95,187,0.29,1,5126,4.623,0.669,288.78986,45.727459
6175,9282853,K05651.01,,CANDIDATE,CANDIDATE,83.500613,0,MCMC,1.69,89.38,343,3.29,1,5141,4.526,0.773,292.64258,45.732342
6176,9292100,K05652.01,,CANDIDATE,CANDIDATE,91.507044,0,MCMC,1.43,89.95,302,1.97,1,5040,4.635,0.626,296.05667,45.76976
6177,9300066,K05653.01,,CANDIDATE,CANDIDATE,188.664098,0,MCMC,2.02,89.95,232,0.68,1,4788,4.599,0.672,298.3862,45.764229
6178,10186761,K05772.01,,CANDIDATE,CANDIDATE,75.636309,0,MCMC,1.32,89.95,447,9.45,1,6072,4.467,0.994,281.32047,47.214809
6180,10191056,K05774.01,,CANDIDATE,CANDIDATE,1.213747448,0,MCMC,105.53,69.33,2529,9671.17,1,6782,4.076,1.751,283.8663,47.228271
6188,7599004,K05403.01,,CANDIDATE,CANDIDATE,2.41172336,0,MCMC,66.46,64.74,1705,1997.33,1,6363,4.22,1.332,288.91037,43.21846
6191,7625138,K05406.01,,CANDIDATE,CANDIDATE,5.71966537,0,MCMC,0.82,89.38,1479,1131.75,1,6356,3.985,1.865,296.65967,43.27029
6192,8507073,K05527.01,,CANDIDATE,CANDIDATE,209.0630238,0,MCMC,56.57,89.95,331,2.83,1,6131,4.412,1.033,296.0347,44.56221
6193,8507586,K05528.01,,CANDIDATE,CANDIDATE,201.621794,0,MCMC,2.02,89.95,309,2.14,1,5919,4.483,0.923,296.19122,44.542122
6194,8509781,K05529.01,,CANDIDATE,CANDIDATE,70.33588472,0,MCMC,39.48,89.38,529,18.5,1,6082,4.215,1.306,296.83002,44.549149
6196,8525101,K05532.01,,CANDIDATE,CANDIDATE,24.6777128,0,MCMC,6.04,88.81,1176,451.88,1,4995,3.118,5.058,300.83527,44.560661
6197,8525286,K05533.01,,CANDIDATE,CANDIDATE,113.0598007,,none,,,,,1,,,,300.90146,44.597328
6201,9330740,K05656.01,,CANDIDATE,CANDIDATE,169.8478774,,none,,,,,1,,,,286.12247,45.84251
6202,9334027,K05657.01,,CANDIDATE,CANDIDATE,284.699924,0,MCMC,2,89.95,293,1.74,1,6054,4.425,1.028,288.02945,45.800098
6204,9363944,K05660.01,,CANDIDATE,CANDIDATE,402.20969,0,MCMC,10.03,89.95,452,9.86,1,4961,3.131,4.649,299.03528,45.869289
6208,10272858,K05782.01,,CANDIDATE,CANDIDATE,584.55603,0,MCMC,6.69,89.95,354,3.73,1,5208,3.458,3.62,291.36295,47.328709
6211,10319834,K05785.01,,CANDIDATE,CANDIDATE,70.31252504,,none,,,,,1,,,,281.88324,47.41605
6212,10320341,K05786.01,,CANDIDATE,CANDIDATE,30.11468443,0,MCMC,57.35,88.81,636,38.8,1,6277,4.449,1.031,282.19702,47.419579
6213,10339000,K05787.01,,CANDIDATE,CANDIDATE,69.775633,0,MCMC,1.19,89.38,480,12.52,1,6224,4.413,0.983,291.63892,47.474972
6215,7631138,K05408.01,,CANDIDATE,CANDIDATE,415.748785,0,MCMC,3.24,89.95,283,1.51,1,5324,4.027,1.534,298.03403,43.228271
6216,7658229,K05409.01,,CANDIDATE,CANDIDATE,36.1827669,0,MCMC,65.88,88.24,635,38.4,1,5696,4.151,1.321,280.1925,43.302479
6217,7662502,K05410.01,,CANDIDATE,CANDIDATE,24.1529669,0,MCMC,1.1,88.81,701,57.15,1,6223,4.392,1.095,282.98114,43.300407
6218,7672215,K05411.01,,CANDIDATE,CANDIDATE,11.173269,0,MCMC,1.52,88.24,1279,632.06,1,7372,4.142,1.752,287.93747,43.377659
6219,7690782,K05413.01,,CANDIDATE,CANDIDATE,428.379308,0,MCMC,2,89.95,236,0.74,1,5574,4.381,0.953,294.51031,43.322319
6226,8548454,K05541.01,,CANDIDATE,CANDIDATE,339.633833,0,MCMC,2.04,89.95,250,0.93,1,5823,4.522,0.901,286.80566,44.63987
6230,9394953,K05665.01,,CANDIDATE,CANDIDATE,100.494129,0,MCMC,1.33,89.95,523,17.64,1,6018,4.036,1.75,287.3548,45.948662
6231,9397862,K05666.01,,CANDIDATE,CANDIDATE,182.453195,0,MCMC,1.26,89.95,332,2.89,1,6164,4.483,0.927,289.02255,45.926022
6237,10394802,K05790.01,,CANDIDATE,CANDIDATE,178.26391,0,MCMC,3.32,89.95,252,0.96,2,4972,4.585,0.777,287.29132,47.598251
6239,10416390,K05792.01,,CANDIDATE,CANDIDATE,215.737102,0,MCMC,9.68,89.38,231,0.67,1,4889,4.574,0.724,296.2486,47.526539
6242,10459749,K05795.01,,CANDIDATE,CANDIDATE,19.11280242,,none,,,,,1,,,,287.11761,47.61618
6244,7731281,K05416.01,Kepler-1628 b,CONFIRMED,CANDIDATE,76.378033,0,MCMC,7.24,89.95,241,0.79,1,3877,4.673,0.586,281.6337,43.411579
6245,7743464,K05417.01,,CANDIDATE,CANDIDATE,55.2490054,0,MCMC,60.35,89.38,496,14.25,1,6063,4.476,1.012,288.15308,43.47356
6246,7747091,K05418.01,,CANDIDATE,CANDIDATE,14.267379,0,MCMC,1.3,89.38,657,44.12,1,5475,4.567,0.837,289.72818,43.488239
6250,8560475,K05543.01,,CANDIDATE,CANDIDATE,7.41502841,0,MCMC,51.51,89.95,2815,14853.21,1,4989,2.442,18.266,291.97943,44.69516
6252,8570210,K05545.01,,CANDIDATE,CANDIDATE,541.04472,0,MCMC,1.08,89.95,206,0.43,1,5829,4.575,0.802,295.59698,44.613892
6253,8571421,K05546.01,,CANDIDATE,CANDIDATE,514.271499,0,MCMC,3.01,89.95,258,1.04,1,6343,4.411,1.137,295.97278,44.645088
6259,9417931,K05671.01,,CANDIDATE,CANDIDATE,190.905243,0,MCMC,1.73,89.95,356,3.81,1,6098,4.321,1.131,296.97369,45.995209
6260,9418508,K05672.01,,CANDIDATE,CANDIDATE,11.0155857,0,MCMC,391.45,80.21,1048,284.63,1,5515,3.899,1.678,297.14429,45.950981
6265,10470779,K05796.01,,CANDIDATE,CANDIDATE,495.86072,0,MCMC,2.3,89.95,239,0.78,1,6092,4.471,0.998,292.03522,47.684391
6266,10480952,K05797.01,,CANDIDATE,CANDIDATE,2.037453464,0,MCMC,138.63,82.51,2221,5752.74,1,6456,3.906,2.056,295.80463,47.670906
6267,10487228,K05798.01,,CANDIDATE,CANDIDATE,318.25858,0,MCMC,2.03,89.95,212,0.48,1,5108,4.596,0.759,297.69525,47.605862
6268,10519727,K05799.01,,CANDIDATE,CANDIDATE,184.883155,0,MCMC,2.82,89.95,393,5.65,1,5620,4.036,1.621,284.43692,47.750332
6269,10525077,K05800.01,,CANDIDATE,CANDIDATE,11.0068817,0,MCMC,1.36,89.95,875,138.34,1,6091,4.424,1.047,287.37808,47.771191
6270,10535708,K05801.01,,CANDIDATE,CANDIDATE,177.37583,0,MCMC,1.96,89.95,314,2.29,1,5849,4.517,0.919,292.11447,47.729462
6271,10547378,K05802.01,,CANDIDATE,CANDIDATE,35.1642451,0,MCMC,865.12,24.64,756,77.33,1,5485,3.82,2.087,296.4761,47.703018
6273,7762153,K05423.01,,CANDIDATE,CANDIDATE,366.55705,0,MCMC,2.63,89.95,266,1.18,1,5857,4.403,1.1,294.81995,43.471111
6276,7770901,K05426.01,,CANDIDATE,CANDIDATE,124.885607,0,MCMC,1.74,89.95,435,8.48,1,6103,4.209,1.234,297.29047,43.467789
6282,8644545,K05552.01,,CANDIDATE,CANDIDATE,295.958074,0,MCMC,3.83,89.95,349,3.49,1,5364,3.858,1.769,298.13864,44.744061
6283,8644911,K05553.01,,CANDIDATE,CANDIDATE,120.939411,0,MCMC,2.59,89.95,333,2.91,1,5456,4.477,0.843,298.23279,44.756432
6285,8656535,K05556.01,,CANDIDATE,CANDIDATE,631.99116,0,MCMC,1.86,89.95,210,0.46,1,5594,4.387,1.006,301.50656,44.711842
6289,9466486,K05680.01,,CANDIDATE,CANDIDATE,557.92882,0,MCMC,2.97,89.95,300,1.92,1,5553,3.805,1.844,292.50098,46.037479
6291,9472341,K05682.01,,CANDIDATE,CANDIDATE,46.969389,0,MCMC,7.45,89.95,638,39.27,1,5401,3.885,1.717,294.69489,46.077
6292,9474485,K05683.01,,CANDIDATE,CANDIDATE,0.512581563,0,MCMC,42.9,79.64,1543,1339.86,1,4612,4.648,0.604,295.46451,46.016998
6293,9475697,K05684.01,,CANDIDATE,CANDIDATE,206.801125,0,MCMC,24.34,89.95,675,48.97,1,5048,2.978,8.611,295.87292,46.014462
6294,9481235,K05685.01,,CANDIDATE,CANDIDATE,14.0019064,0,MCMC,17.96,83.08,1646,1736.43,1,4883,2.783,6.502,297.59805,46.04377
6296,10552263,K05806.01,,CANDIDATE,CANDIDATE,313.82752,0,MCMC,1.26,89.95,272,1.28,1,5914,4.453,0.973,297.87003,47.771091
6297,10554421,K05807.01,,CANDIDATE,CANDIDATE,236.0979985,,none,,,,,1,,,,298.49625,47.738918
6300,10581308,K05810.01,,CANDIDATE,CANDIDATE,425.593391,0,MCMC,2.25,89.95,278,1.41,1,5458,4.09,1.441,282.68713,47.816978
6304,7829836,K05433.01,,CANDIDATE,CANDIDATE,237.819766,0,MCMC,2.78,89.95,326,2.68,1,6202,4.395,1.11,294.30466,43.509701
6306,7836096,K05435.01,,CANDIDATE,CANDIDATE,15.9960911,0,MCMC,1.74,89.95,562,23.52,1,4948,4.584,0.78,296.18665,43.581379
6307,7837526,K05436.01,,CANDIDATE,CANDIDATE,28.29720898,0,MCMC,59.66,88.24,743,71.92,1,6324,4.206,1.256,296.61633,43.529301
6314,8715589,K05563.01,,CANDIDATE,CANDIDATE,7.6218969,0,MCMC,4.64,89.38,1422,965.88,1,5222,3.556,3.162,300.00098,44.828499
6315,8718273,K05564.01,,CANDIDATE,CANDIDATE,3.479507187,0,MCMC,596.25,66.46,3521,36323.24,1,4724,2.323,16.215,300.76859,44.83062
6317,8741367,K05566.01,,CANDIDATE,CANDIDATE,0.9886513,0,MCMC,3.19,88.24,3183,24258.04,1,6456,3.725,2.773,286.29129,44.920082
6319,9532603,K05688.01,,CANDIDATE,CANDIDATE,14.5555333,0,MCMC,2.19,89.95,594,29.47,1,5183,4.614,0.735,294.35034,46.14957
6320,9534832,K05689.01,,CANDIDATE,CANDIDATE,114.12716,0,MCMC,2.76,89.95,295,1.79,1,4816,4.508,0.823,295.18097,46.179401
6323,9575728,K05692.01,,CANDIDATE,CANDIDATE,2.64179608,0,MCMC,0.48,84.8,723,64.6,1,3901,4.711,0.542,285.63629,46.247269
6325,10802364,K05829.01,,CANDIDATE,CANDIDATE,583.8531,0,MCMC,1.97,89.95,196,0.35,1,5591,4.559,0.86,293.91037,48.192081
6326,10809888,K05830.01,,CANDIDATE,CANDIDATE,72.782432,0,MCMC,11.19,89.95,924,172.28,1,5099,3.021,7.317,296.5499,48.186661
6328,10850327,K05833.01,,CANDIDATE,CANDIDATE,440.160997,0,MCMC,3.28,89.38,260,1.08,1,6277,4.435,0.987,286.59122,48.220268
6329,10858504,K05835.01,,CANDIDATE,CANDIDATE,474.96952,0,MCMC,2.44,89.95,249,0.91,1,6287,4.473,0.962,290.57974,48.214218
6331,7888863,K05440.01,,CANDIDATE,CANDIDATE,74.624269,0,MCMC,1.91,89.95,448,9.49,1,6187,4.499,0.937,291.07666,43.61208
6335,7916058,K05445.01,,CANDIDATE,CANDIDATE,7.1090653,0,MCMC,0.9,85.94,853,125.4,1,5658,4.567,0.815,299.10294,43.69421
6337,8742270,K05567.01,,CANDIDATE,CANDIDATE,397.395705,0,MCMC,45.99,89.95,244,0.83,1,5753,4.448,0.949,286.7926,44.968369
6338,8745553,K05568.01,Kepler-1633 b,CONFIRMED,CANDIDATE,186.404271,0,MCMC,1.06,89.95,336,3.01,1,6351,4.513,0.921,288.5152,44.923229
6340,8747910,K05570.01,,CANDIDATE,CANDIDATE,574.65297,0,MCMC,2.28,89.95,196,0.35,1,5596,4.553,0.821,289.62814,44.942421
6342,8807988,K05572.01,,CANDIDATE,CANDIDATE,21.9578446,0,MCMC,0.78,89.95,533,19.05,1,5192,4.583,0.802,287.06146,45.03043
6345,9579606,K05694.01,,CANDIDATE,CANDIDATE,107.904526,0,MCMC,1.26,89.95,337,3.05,1,5565,4.574,0.802,287.86899,46.26936
6346,9591728,K05695.01,,CANDIDATE,CANDIDATE,11.03570797,0,MCMC,69.47,87.09,991,227.54,1,6201,4.213,1.23,293.3472,46.25544
6347,9594184,K05696.01,,CANDIDATE,CANDIDATE,42.093339,0,MCMC,2.49,89.95,407,6.47,1,4885,4.541,0.763,294.25906,46.221199
6352,10601163,K05812.01,,CANDIDATE,CANDIDATE,3.1318392,0,MCMC,1.5,88.24,1443,1025.14,1,6070,4.246,1.159,292.32944,47.835629
6354,10616656,K05814.01,,CANDIDATE,CANDIDATE,25.28523292,0,MCMC,86.24,88.24,841,118.38,1,6475,4.114,1.486,297.69446,47.87896
6355,10618044,K05815.01,,CANDIDATE,CANDIDATE,207.767894,0,MCMC,3.52,89.95,379,4.85,1,5210,3.894,1.849,298.06827,47.867809
6356,10656842,K05816.01,,CANDIDATE,CANDIDATE,82.508054,0,MCMC,14.04,89.95,878,140.61,1,4986,3.01,7.733,288.13202,47.995541
6357,10658177,K05817.01,,CANDIDATE,CANDIDATE,113.083949,0,MCMC,1.37,89.95,475,12.06,1,6522,4.252,1.271,288.72644,47.906872
6359,10663976,K05819.01,,CANDIDATE,CANDIDATE,381.37504,0,MCMC,1.24,89.95,212,0.48,1,5513,4.614,0.729,291.21762,47.95216
6364,7950158,K05451.01,,CANDIDATE,CANDIDATE,529.39169,0,MCMC,4.4,89.95,319,2.43,1,5283,3.699,2.504,288.03607,43.796139
6367,7978202,K05454.01,Kepler-1630 b,CONFIRMED,CANDIDATE,509.997402,0,MCMC,2.62,89.95,182,0.26,1,5037,4.54,0.756,297.5083,43.710949
6370,8841297,K05577.01,,CANDIDATE,CANDIDATE,495.51899,0,MCMC,2.94,89.95,305,2.03,1,6043,4.038,1.634,299.07831,45.05481
6371,8868481,K05578.01,,CANDIDATE,CANDIDATE,388.048463,0,MCMC,3,89.95,376,4.71,1,5779,3.765,2.46,284.31519,45.132259
6372,8888745,K05579.01,,CANDIDATE,CANDIDATE,34.0269868,0,MCMC,1.57,89.95,455,10.15,1,4999,4.514,0.801,293.01563,45.16674
6374,8904714,K05582.01,,CANDIDATE,CANDIDATE,5.2362936,0,MCMC,10.26,79.64,1382,863.31,1,6170,4.106,1.646,297.94617,45.10014
6376,9659022,K05702.01,,CANDIDATE,CANDIDATE,511.882,0,MCMC,2.56,89.95,241,0.79,1,6141,4.454,1.007,295.69479,46.319328
6378,9674789,K05704.01,,CANDIDATE,CANDIDATE,96.16705,0,MCMC,1.15,89.95,313,2.26,1,5147,4.617,0.716,300.47403,46.332039
6380,9715631,K05706.01,Kepler-1636 b,CONFIRMED,CANDIDATE,425.47785,0,MCMC,3.22,89.95,248,0.89,1,5977,4.473,1.022,294.05762,46.441029
6381,9723746,K05707.01,,CANDIDATE,CANDIDATE,208.800733,0,MCMC,2.88,89.95,347,3.43,1,6208,4.372,1.168,296.94031,46.494099
6382,9724993,K05708.01,,CANDIDATE,CANDIDATE,7.863363755,0,MCMC,31.85,85.94,1245,567.38,1,5738,3.912,1.954,297.31314,46.448212
6387,10737437,K05825.01,,CANDIDATE,CANDIDATE,208.047137,0,MCMC,2.05,89.95,363,4.12,1,5991,4.175,1.2,294.28503,48.059448
6388,10747162,K05826.01,,CANDIDATE,CANDIDATE,30.561533,0,MCMC,1.53,89.95,379,4.86,1,4294,4.609,0.664,297.39093,48.03928
6389,10777591,K05827.01,Kepler-1637 b,CONFIRMED,CANDIDATE,6.10960324,0,MCMC,0.84,89.38,1093,337.78,1,6024,4.309,1.009,282.23685,48.154243
6393,8007174,K05458.01,,CANDIDATE,CANDIDATE,56.6468656,0,MCMC,1.94,89.95,378,4.82,1,5025,4.561,0.785,281.8277,43.808689
6394,8009811,K05459.01,,CANDIDATE,CANDIDATE,53.5536852,0,MCMC,2.11,88.81,629,37,1,6185,4.119,1.552,283.37384,43.801361
6395,8016650,K05461.01,,CANDIDATE,CANDIDATE,119.079642,0,MCMC,17.89,89.95,795,94.61,1,4849,2.942,8.984,286.92426,43.82943
6397,8915379,K05583.01,,CANDIDATE,CANDIDATE,20.5858591,0,MCMC,1.31,88.81,586,27.85,1,5523,4.526,0.753,300.9559,45.11108
6399,8937555,K05585.01,,CANDIDATE,CANDIDATE,113.573945,0,MCMC,3.45,89.95,496,14.32,1,5155,3.768,2.233,285.09998,45.23811
6406,9775475,K05711.01,,CANDIDATE,CANDIDATE,78.4285969,0,MCMC,55.71,89.38,425,7.74,1,5780,4.438,1,293.8945,46.592491
6407,9776907,K05712.01,,CANDIDATE,CANDIDATE,287.75613,0,MCMC,3.4,89.95,215,0.5,1,4965,4.586,0.781,294.40469,46.56572
6412,10878117,K05837.01,,CANDIDATE,CANDIDATE,280.9207069,,none,,,,,1,,,,297.9147,48.224411
6414,10879899,K05839.01,,CANDIDATE,CANDIDATE,169.415073,0,MCMC,2.32,89.95,413,6.87,1,6362,4.238,1.378,298.47745,48.222031
6417,10933306,K05842.01,,CANDIDATE,CANDIDATE,57.7746338,0,MCMC,1.85,89.95,520,17.29,1,6224,4.409,1.083,297.19424,48.322891
6419,8029848,K05463.01,,CANDIDATE,CANDIDATE,1.20609184,0,MCMC,65.7,45.26,1941,3353.78,1,5657,4.186,1.355,292.21179,43.831848
6422,8037038,K05466.01,Kepler-1631 b,CONFIRMED,CANDIDATE,4.09513932,0,MCMC,1.39,88.81,1122,374.3,1,5858,4.495,0.963,294.63257,43.807671
6427,8959240,K05591.01,,CANDIDATE,CANDIDATE,317.009388,0,MCMC,4.03,89.95,345,3.34,1,5066,3.787,2.27,294.09128,45.21767
6432,9011877,K05597.01,,CANDIDATE,CANDIDATE,7.77715263,0,MCMC,1.1,85.37,903,157.11,1,5243,4.287,1.134,287.82678,45.331322
6433,9838414,K05717.01,,CANDIDATE,CANDIDATE,1.33263023,0,MCMC,3.94,49.27,1209,505.52,1,4611,4.551,0.76,294.80966,46.613079
6434,9838582,K05718.01,,CANDIDATE,CANDIDATE,233.64574,0,MCMC,5.2,89.95,296,1.8,1,5780,4.438,1,294.87628,46.607254
6435,9839030,K05719.01,,CANDIDATE,CANDIDATE,27.28467,0,MCMC,2.32,88.81,690,53.67,1,6300,4.371,1.126,295.05518,46.66975
6440,7018210,K05344.01,,CANDIDATE,CANDIDATE,445.351255,0,MCMC,3.66,89.95,370,4.43,1,7202,4.112,1.755,286.35242,42.58577
6442,7022603,K05346.01,,CANDIDATE,CANDIDATE,21.1273429,0,MCMC,20.47,89.38,2349,7200.22,1,4024,1.672,30.882,288.22437,42.549011
6447,7047299,K05351.01,,CANDIDATE,CANDIDATE,35.88227274,0,MCMC,35.57,89.38,518,16.97,1,5857,4.559,0.827,295.61066,42.578369
6448,8075618,K05471.01,,CANDIDATE,CANDIDATE,8.780603515,0,MCMC,32.63,88.24,775,85.17,1,5487,4.563,0.832,281.5979,43.976479
6449,8076215,K05472.01,,CANDIDATE,CANDIDATE,97.5137491,0,MCMC,5.27,89.95,630,37.25,1,5437,3.57,3.18,281.95456,43.98061
6452,8105398,K05475.01,Kepler-1632 b,CONFIRMED,CANDIDATE,448.303558,0,MCMC,1.66,89.95,232,0.68,1,6070,4.546,0.812,294.49487,43.91362
6454,8108437,K05478.01,,CANDIDATE,CANDIDATE,351.2879001,0,MCMC,40.56,89.95,252,0.96,1,5911,4.519,0.914,295.4931,43.99353
6457,9018021,K05600.01,,CANDIDATE,CANDIDATE,51.510703,0,MCMC,3.27,89.95,603,31.34,1,5053,3.824,1.907,290.39032,45.389992
6459,9026007,K05602.01,,CANDIDATE,CANDIDATE,403.162285,0,MCMC,2.56,89.95,249,0.91,1,6086,4.511,0.921,293.29337,45.342541
6460,9026248,K05603.01,,CANDIDATE,CANDIDATE,341.557931,0,MCMC,6.81,89.95,393,5.65,1,5138,3.551,3.098,293.37994,45.31385
6461,9044060,K05604.01,,CANDIDATE,CANDIDATE,476.91977,0,MCMC,2.49,89.95,321,2.49,1,6282,4.063,1.725,298.28308,45.373589
6462,9047416,K05605.01,,CANDIDATE,CANDIDATE,9.0158684,0,MCMC,6.78,85.94,1105,351.97,1,5627,4.002,1.735,299.19171,45.34354
6465,9881660,K05727.01,,CANDIDATE,CANDIDATE,65.3558881,0,MCMC,2.61,89.95,337,3.05,1,4703,4.55,0.764,287.36737,46.76865
6470,9910043,K05732.01,,CANDIDATE,CANDIDATE,39.40141,0,MCMC,1.55,89.95,499,14.63,1,5911,4.581,0.794,298.5697,46.753971
6472,7107567,K05353.01,,CANDIDATE,CANDIDATE,0.812592543,0,MCMC,19.59,67.04,2848,15542.07,1,7138,4.197,1.554,288.49567,42.69556
6477,7125794,K05358.01,,CANDIDATE,CANDIDATE,126.586058,0,MCMC,1.54,89.38,460,10.54,1,6611,4.269,1.249,294.15234,42.61898
6478,7130612,K05359.01,,CANDIDATE,CANDIDATE,2.7200197,0,MCMC,1.53,89.95,713,61.08,1,3939,4.735,0.527,295.41357,42.663071
