rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_eccen,koi_fittype,koi_prad,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec
1270,4770365,K01475.03,,CANDIDATE,CANDIDATE,4.72941969,0,MCMC,1.38,87.09,626,36.37,3,4056,4.697,0.56,297.43039,39.847839
1271,10748390,K00003.01,Kepler-3 b,CONFIRMED,CANDIDATE,4.887802706,0,MCMC,4.84,89.95,801,97.1,1,4777,4.59,0.765,297.70935,48.080853
1272,11804465,K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,4.43796303,0,MCMC,18.22,89.95,1338,757.65,1,5953,4.175,1.415,286.24344,50.040379
1273,9663113,K00179.01,Kepler-458 c,CONFIRMED,CANDIDATE,20.74028413,0,MCMC,3.29,88.81,702,57.49,1,6065,4.417,1.006,297.04541,46.328701
1275,4840513,K01541.01,,CANDIDATE,CANDIDATE,2.379281938,0,MCMC,26.36,89.95,1572,1442.19,1,6392,4.399,1.162,293.19507,39.90728
1277,5289854,K01593.01,Kepler-308 b,CONFIRMED,CANDIDATE,9.69502544,0,MCMC,2.23,89.38,833,114.06,1,5896,4.516,0.914,295.78516,40.439548
1278,5289854,K01593.02,Kepler-308 c,CONFIRMED,CANDIDATE,15.3825006,0,MCMC,2.19,89.95,715,61.61,2,5896,4.516,0.914,295.78516,40.439548
1280,10006581,K01595.01,Kepler-902 b,CONFIRMED,CANDIDATE,40.1099547,0,MCMC,2.49,89.95,524,17.82,1,5960,4.516,0.906,289.73169,46.953819
1281,5972334,K00191.03,,CANDIDATE,CANDIDATE,0.708620008,0,MCMC,1.25,84.8,1915,3178.07,3,5700,4.515,0.87,295.28723,41.221958
1282,6616218,K01692.02,Kepler-314 b,CONFIRMED,CANDIDATE,2.46106655,0,MCMC,0.81,88.24,1218,520.99,2,5497,4.533,0.909,294.6741,42.075581
1283,6696462,K01693.01,,CANDIDATE,CANDIDATE,3.403743097,0,MCMC,70.52,71.62,1100,346.59,1,5601,4.536,0.851,293.25916,42.126629
1284,7220429,K01700.01,Kepler-931 b,CONFIRMED,CANDIDATE,8.03755877,0,MCMC,1.35,89.95,744,72.44,1,5044,4.511,0.804,297.13263,42.76825
1285,7222086,K01701.01,,CANDIDATE,CANDIDATE,2.439025374,0,MCMC,1.76,89.38,2150,5051.35,1,7292,4.112,1.881,297.51907,42.777061
1286,12406749,K01476.01,,CANDIDATE,CANDIDATE,56.3592236,0,MCMC,5.26,88.24,419,7.29,1,5446,4.525,0.821,290.85413,51.222809
1287,8692861,K00172.02,Kepler-69 c,CONFIRMED,CANDIDATE,242.46712,0,MCMC,1.74,89.95,286,1.59,2,5637,4.399,0.943,293.26093,44.868889
1288,7811397,K01477.01,,CANDIDATE,CANDIDATE,169.49954,0,MCMC,9.89,89.38,267,1.21,1,5272,4.598,0.719,287.65396,43.505718
1289,12403119,K01478.01,Kepler-858 b,CONFIRMED,CANDIDATE,76.13602028,0,MCMC,5.41,89.95,425,7.72,1,5565,4.371,1.006,288.84863,51.209049
1290,9842890,K01479.01,,CANDIDATE,CANDIDATE,4.98838102,0,MCMC,2.71,65.89,998,234.55,1,5835,4.556,0.833,296.43814,46.61536
1293,5024450,K01544.01,,CANDIDATE,CANDIDATE,1.525924513,0,MCMC,50.63,66.46,1720,2067,1,6190,4.425,1.059,295.32077,40.187359
1294,5282049,K01545.01,,CANDIDATE,CANDIDATE,5.910371377,0,MCMC,13.12,89.95,1053,290.83,1,6200,4.488,0.958,293.83688,40.41045
1295,5475431,K01546.01,,CANDIDATE,CANDIDATE,0.917569588,0,MCMC,12.22,77.92,1746,2197.57,,5713,4.541,0.893,298.5137,40.639622
1296,10027323,K01596.01,Kepler-309 b,CONFIRMED,CANDIDATE,5.92365634,0,MCMC,1.03,89.95,529,18.58,1,3880,4.765,0.49,297.50986,46.961262
1297,10027323,K01596.02,Kepler-309 c,CONFIRMED,CANDIDATE,105.3585964,0,MCMC,2.09,89.38,203,0.4,2,3880,4.765,0.49,297.50986,46.961262
1298,12019440,K00186.01,Kepler-485 b,CONFIRMED,CANDIDATE,3.243259796,0,MCMC,13.63,89.95,1299,672.53,1,6109,4.455,1.029,294.99631,50.470058
1299,5039228,K01597.01,,CANDIDATE,CANDIDATE,7.79670541,0,MCMC,2.47,89.38,1121,373.64,1,6535,4.348,1.283,298.36884,40.173424
1300,10004738,K01598.01,Kepler-310 c,CONFIRMED,CANDIDATE,56.476167,0,MCMC,3.33,88.81,448,9.52,1,5795,4.528,0.853,288.83936,46.98674
1301,10004738,K01598.02,Kepler-310 d,CONFIRMED,CANDIDATE,92.8750347,0,MCMC,2.38,89.38,380,4.9,2,5795,4.528,0.853,288.83936,46.98674
1302,7304449,K01702.01,,CANDIDATE,CANDIDATE,1.538181528,0,MCMC,0.75,89.38,582,27.14,1,3304,4.993,0.26,297.72925,42.86692
1303,7386827,K01704.01,,CANDIDATE,CANDIDATE,10.41890782,0,MCMC,2.82,89.95,855,126.48,1,5692,4.36,1.064,298.01443,42.957458
1304,7522911,K01705.01,,CANDIDATE,CANDIDATE,20.4998373,0,MCMC,2.5,88.81,734,68.59,1,6233,4.412,1.076,290.32651,43.12183
1305,7626370,K01706.01,Kepler-932 b,CONFIRMED,CANDIDATE,1.921437396,0,MCMC,1.43,88.24,1276,626.79,1,5238,4.472,0.851,296.95206,43.271969
1306,7703955,K01707.01,Kepler-315 b,CONFIRMED,CANDIDATE,96.105471,0,MCMC,3.89,88.24,378,4.81,1,5724,4.483,0.862,298.0231,43.363522
1307,7512982,K01480.01,Kepler-859 b,CONFIRMED,CANDIDATE,20.38177573,0,MCMC,2.87,89.95,519,17.11,1,5100,4.621,0.714,286.74188,43.190102
1308,7512982,K01480.02,,CANDIDATE,CANDIDATE,7.00441825,0,MCMC,1.22,87.09,740,71.07,2,5100,4.621,0.714,286.74188,43.190102
1309,9597806,K01481.01,Kepler-860 b,CONFIRMED,CANDIDATE,5.101379454,0,MCMC,2.91,89.95,1050,287.28,1,5869,4.479,0.954,295.57727,46.254742
1311,11760959,K01484.01,,CANDIDATE,CANDIDATE,3.47020372,0,MCMC,2.45,88.81,933,179.02,1,4922,4.555,0.744,290.61679,49.957619
1312,5283458,K01547.01,,CANDIDATE,CANDIDATE,30.6939525,0,MCMC,14.54,89.95,617,34.18,1,6147,4.457,1.023,294.2009,40.455959
1314,8053552,K01549.01,,CANDIDATE,CANDIDATE,29.48105977,0,MCMC,17.29,88.81,571,25.1,1,5631,4.41,0.901,299.05585,43.897202
1315,9663113,K00179.02,Kepler-458 b,CONFIRMED,CANDIDATE,572.383277,0,MCMC,3.78,89.95,232,0.69,,6065,4.417,1.006,297.04541,46.328701
1318,10004738,K01598.03,Kepler-310 b,CONFIRMED,CANDIDATE,13.93072278,0,MCMC,1.21,89.38,714,61.47,3,5795,4.528,0.853,288.83936,46.98674
1319,5474613,K01599.01,,CANDIDATE,CANDIDATE,20.4071345,0,MCMC,1.76,88.81,660,44.8,1,5823,4.472,0.972,298.37384,40.61842
1321,5438757,K01601.01,Kepler-903 b,CONFIRMED,CANDIDATE,10.3507721,0,MCMC,1.75,80.79,774,84.89,1,5735,4.549,0.854,288.77103,40.664181
1322,5438757,K01601.02,Kepler-903 c,CONFIRMED,CANDIDATE,62.9228557,0,MCMC,2.23,87.09,424,7.66,2,5735,4.549,0.854,288.77103,40.664181
1323,7750419,K01708.01,,CANDIDATE,CANDIDATE,32.7738304,0,MCMC,25.56,85.94,556,22.59,1,5911,4.519,0.914,290.88232,43.47176
1324,5972334,K00191.04,Kepler-487 c,CONFIRMED,CANDIDATE,38.6519976,0,MCMC,2.62,87.66,504,15.27,4,5700,4.515,0.87,295.28723,41.221958
1325,7815744,K01710.01,Kepler-933 b,CONFIRMED,CANDIDATE,14.20443009,0,MCMC,2.02,89.95,610,32.63,1,5362,4.63,0.69,289.56866,43.538609
1326,7955580,K01711.01,Kepler-934 b,CONFIRMED,CANDIDATE,55.6738309,0,MCMC,2.53,89.95,420,7.34,1,5123,4.428,0.935,290.28845,43.755322
1327,8230616,K01713.01,Kepler-316 c,CONFIRMED,CANDIDATE,6.8277839,0,MCMC,1.32,89.95,562,23.64,2,4132,4.701,0.554,290.82602,44.184109
1329,7898352,K01486.01,Kepler-302 c,CONFIRMED,CANDIDATE,127.2824031,0,MCMC,9.32,89.38,352,3.61,1,5938,4.532,0.883,294.31699,43.629341
1330,11402995,K00173.01,Kepler-481 b,CONFIRMED,CANDIDATE,10.06082567,0,MCMC,2.89,87.09,946,189.36,1,5692,4.203,1.265,291.90704,49.262051
1331,7898352,K01486.02,Kepler-302 b,CONFIRMED,CANDIDATE,30.1836854,0,MCMC,2.88,89.95,568,24.6,2,5938,4.532,0.883,294.31699,43.629341
1333,7984047,K01552.01,,CANDIDATE,CANDIDATE,77.63425713,0,MCMC,10.09,89.95,325,2.65,1,4812,4.548,0.755,298.92593,43.75037
1334,7951018,K01553.01,Kepler-890 b,CONFIRMED,CANDIDATE,52.75875577,0,MCMC,9.04,89.95,545,20.85,1,6244,4.402,1.154,288.43576,43.763489
1338,7747425,K01952.04,Kepler-341 e,CONFIRMED,CANDIDATE,42.4730575,0,MCMC,2.43,86.52,544,20.66,3,6008,4.435,1.003,289.86157,43.472771
1339,9892816,K01955.01,Kepler-342 b,CONFIRMED,CANDIDATE,15.17026179,0,MCMC,1.82,89.95,868,134.29,1,6475,4.375,1.178,292.67807,46.726711
1341,9836149,K01958.01,Kepler-66 b,CONFIRMED,CANDIDATE,17.81595067,0,MCMC,2.81,89.95,699,56.48,1,5964,4.484,0.933,293.98157,46.687752
1342,4813563,K01959.01,Kepler-1026 b,CONFIRMED,CANDIDATE,36.5156053,0,MCMC,2.3,89.38,431,8.13,1,4915,4.537,0.773,283.60526,39.997978
1343,2985767,K02032.01,Kepler-1063 b,CONFIRMED,CANDIDATE,14.07971466,0,MCMC,1.15,89.95,694,54.93,1,5568,4.503,0.883,290.52676,38.142979
1344,2304320,K02033.01,Kepler-1064 b,CONFIRMED,CANDIDATE,16.54080322,0,MCMC,1.26,89.95,537,19.71,1,5094,4.662,0.644,291.74164,37.688938
1345,3657758,K02034.01,Kepler-1065 b,CONFIRMED,CANDIDATE,3.609308907,0,MCMC,3.47,88.81,1092,336.16,1,5668,4.545,0.868,294.51126,38.790501
1346,9790806,K02035.01,Kepler-1066 b,CONFIRMED,CANDIDATE,1.931559839,0,MCMC,2.55,83.08,1513,1239.6,1,5642,4.31,1.05,298.86658,46.502239
1347,6382217,K02036.01,Kepler-353 c,CONFIRMED,CANDIDATE,8.41100287,0,MCMC,1.76,87.09,485,13.04,1,3903,4.735,0.523,296.85663,41.758179
1348,5375194,K01825.01,Kepler-964 b,CONFIRMED,CANDIDATE,13.5225106,0,MCMC,4.15,89.95,943,186.72,1,5659,4.049,1.626,295.30008,40.556591
1349,6468138,K01826.01,Kepler-965 b,CONFIRMED,CANDIDATE,134.2527298,0,MCMC,2.42,89.95,340,3.15,1,5973,4.562,0.826,298.51532,41.891201
1350,10019708,K00199.01,Kepler-490 b,CONFIRMED,CANDIDATE,3.268695154,0,MCMC,12.13,89.38,1422,967.13,1,6418,4.395,1.171,295.02567,46.956001
1351,11875734,K01828.01,Kepler-966 b,CONFIRMED,CANDIDATE,99.747622,0,MCMC,3.93,89.38,391,5.55,1,5620,4.363,0.974,297.27057,50.121811
1352,7697568,K01829.01,,CANDIDATE,CANDIDATE,22.84151055,0,MCMC,23.37,87.66,556,22.6,1,5383,4.543,0.822,296.52243,43.363369
1353,7046804,K00205.01,Kepler-492 b,CONFIRMED,CANDIDATE,11.72012266,0,MCMC,8.14,88.81,660,44.89,1,5215,4.564,0.77,295.49667,42.537891
1354,7449136,K01890.01,Kepler-1002 b,CONFIRMED,CANDIDATE,4.336429331,0,MCMC,1.63,88.81,1428,981.68,1,6099,4.132,1.557,293.0795,43.073711
1355,8680979,K01891.01,Kepler-330 c,CONFIRMED,CANDIDATE,15.95545002,0,MCMC,2.21,88.81,570,25,1,5108,4.608,0.743,288.44739,44.801682
1356,8680979,K01891.02,Kepler-330 b,CONFIRMED,CANDIDATE,8.25981532,0,MCMC,1.31,89.95,710,60.12,2,5108,4.608,0.743,288.44739,44.801682
1357,9030537,K01892.01,,CANDIDATE,CANDIDATE,62.561528,0,MCMC,3.53,89.38,419,7.28,1,5679,4.555,0.841,294.8161,45.306122
1358,6949061,K01960.01,Kepler-343 b,CONFIRMED,CANDIDATE,8.96848108,0,MCMC,1.79,85.94,946,189.4,1,6122,4.41,1.047,291.96069,42.43301
1359,7269493,K01961.01,Kepler-1027 b,CONFIRMED,CANDIDATE,1.907805199,0,MCMC,1.9,89.95,1859,2820.62,1,5537,3.949,1.714,287.57117,42.813919
1360,5513648,K01962.01,,CANDIDATE,CANDIDATE,32.85862532,0,MCMC,2.28,88.24,697,55.7,1,5904,4.132,1.47,284.23398,40.79454
1362,7887791,K01964.01,,CANDIDATE,CANDIDATE,2.229324792,0,MCMC,0.72,87.09,1362,814.43,1,5547,4.388,0.989,290.7037,43.607208
1363,11657891,K01965.01,Kepler-1028 b,CONFIRMED,CANDIDATE,2.51462432,0,MCMC,1.31,88.24,1223,528.37,1,5679,4.555,0.841,289.59308,49.781158
1364,6305192,K00219.01,Kepler-494 b,CONFIRMED,CANDIDATE,8.025118213,0,MCMC,4.02,88.81,760,79.04,1,5513,4.63,0.704,297.21408,41.66404
1365,6382217,K02036.02,Kepler-353 b,CONFIRMED,CANDIDATE,5.7952971,0,MCMC,1.08,87.09,549,21.42,2,3903,4.735,0.523,296.85663,41.758179
1366,9634821,K02037.01,,CANDIDATE,CANDIDATE,73.7579317,0,MCMC,4.23,89.95,375,4.66,1,5029,4.429,0.93,284.34274,46.316551
1367,9634821,K02037.03,,CANDIDATE,CANDIDATE,8.56266484,0,MCMC,2.27,89.95,768,82.22,3,5029,4.429,0.93,284.34274,46.316551
1368,8950568,K02038.01,Kepler-85 b,CONFIRMED,CANDIDATE,8.3053749,0,MCMC,2.12,83.08,831,112.98,1,5695,4.545,0.872,290.97342,45.290321
1369,3326377,K01830.01,Kepler-967 b,CONFIRMED,CANDIDATE,13.22713379,0,MCMC,1.86,89.38,581,27,1,5080,4.633,0.628,286.55807,38.405369
1370,11601584,K01831.01,Kepler-324 c,CONFIRMED,CANDIDATE,51.8096695,0,MCMC,3.25,87.66,413,6.89,1,5355,4.581,0.803,286.47147,49.649021
1371,11601584,K01831.02,Kepler-324 b,CONFIRMED,CANDIDATE,4.38536461,0,MCMC,1.11,89.38,941,185.34,2,5355,4.581,0.803,286.47147,49.649021
1372,11601584,K01831.03,,CANDIDATE,CANDIDATE,34.2069395,0,MCMC,1.13,89.95,474,11.98,4,5355,4.581,0.803,286.47147,49.649021
1373,11601584,K01831.04,,CANDIDATE,CANDIDATE,13.97946561,0,MCMC,1.52,89.95,639,39.51,3,5355,4.581,0.803,286.47147,49.649021
1374,8689793,K01893.01,Kepler-1003 b,CONFIRMED,CANDIDATE,3.554856915,0,MCMC,1.3,89.95,1155,421.09,1,6068,4.568,0.829,292.02045,44.876221
1375,11673802,K01894.01,Kepler-1004 b,CONFIRMED,CANDIDATE,5.28789787,0,MCMC,7.09,83.65,1662,1805.27,1,4992,3.428,3.79,297.35928,49.79755
1376,4263293,K01895.01,Kepler-331 b,CONFIRMED,CANDIDATE,8.45747483,0,MCMC,1.99,89.95,538,19.88,1,4345,4.733,0.521,291.83432,39.307362
1377,4263293,K01895.02,Kepler-331 c,CONFIRMED,CANDIDATE,17.2811521,0,MCMC,2.05,89.95,424,7.66,2,4345,4.733,0.521,291.83432,39.307362
1378,4263293,K01895.03,Kepler-331 d,CONFIRMED,CANDIDATE,32.1340737,0,MCMC,1.92,89.38,345,3.35,3,4345,4.733,0.521,291.83432,39.307362
1379,5695524,K01897.01,,CANDIDATE,CANDIDATE,59.7711437,0,MCMC,2.88,89.38,522,17.53,1,6214,4.382,1.122,288.57443,40.988659
1380,6205897,K01967.01,Kepler-1029 b,CONFIRMED,CANDIDATE,4.417696479,0,MCMC,1.2,89.38,852,124.59,1,4911,4.564,0.724,292.13297,41.547539
1381,7948784,K01968.01,,CANDIDATE,CANDIDATE,10.08746035,0,MCMC,2.92,88.81,955,197.01,1,6343,4.411,1.137,287.36127,43.738781
1382,9244756,K01969.01,,CANDIDATE,CANDIDATE,16.34356447,0,MCMC,2.5,88.81,646,41.06,1,5637,4.564,0.821,300.41751,45.605518
1383,9650808,K01970.01,Kepler-344 b,CONFIRMED,CANDIDATE,21.96399084,0,MCMC,2.64,89.95,643,40.41,1,5774,4.447,0.958,292.49963,46.324409
1384,9650808,K01970.02,Kepler-344 c,CONFIRMED,CANDIDATE,125.602302,0,MCMC,3.19,89.38,360,3.95,2,5774,4.447,0.958,292.49963,46.324409
1385,8950568,K02038.02,Kepler-85 c,CONFIRMED,CANDIDATE,12.51366754,0,MCMC,1.92,87.66,725,65.43,2,5695,4.545,0.872,290.97342,45.290321
1386,8950568,K02038.03,Kepler-85 d,CONFIRMED,CANDIDATE,17.9133739,0,MCMC,1.27,89.38,644,40.59,3,5695,4.545,0.872,290.97342,45.290321
1387,8950568,K02038.04,Kepler-85 e,CONFIRMED,CANDIDATE,25.2152875,0,MCMC,1.21,89.95,574,25.73,3,5695,4.545,0.872,290.97342,45.290321
1388,8804845,K02039.01,,CANDIDATE,CANDIDATE,5.42587228,0,MCMC,1.33,89.38,931,177.66,1,5614,4.561,0.827,285.38742,45.049049
1389,10480915,K02040.01,,CANDIDATE,CANDIDATE,19.58557219,0,MCMC,3.72,87.66,668,47.07,1,5971,4.502,0.889,295.79218,47.600101
1390,11709244,K01832.01,Kepler-325 b,CONFIRMED,CANDIDATE,4.544437773,0,MCMC,2.94,89.95,1105,352.71,1,5749,4.404,0.982,289.83542,49.82563
1391,11709244,K01832.02,Kepler-325 c,CONFIRMED,CANDIDATE,12.76224947,0,MCMC,3.33,87.09,783,89.04,2,5749,4.404,0.982,289.83542,49.82563
1392,11709244,K01832.03,Kepler-325 d,CONFIRMED,CANDIDATE,38.7146833,0,MCMC,3.01,89.38,541,20.26,3,5749,4.404,0.982,289.83542,49.82563
1394,11853878,K01833.01,Kepler-968 b,CONFIRMED,CANDIDATE,3.692983728,0,MCMC,1.61,89.38,748,73.98,1,4397,4.671,0.577,285.60254,50.112041
1395,5728139,K00206.01,Kepler-433 b,CONFIRMED,CANDIDATE,5.33408346,0,MCMC,7.93,89.95,1149,412.27,1,6057,4.352,1.11,297.59366,40.977268
1396,7668663,K01898.01,Kepler-1005 b,CONFIRMED,CANDIDATE,6.49801525,0,MCMC,1.52,89.38,1027,262.88,1,5718,4.32,1.099,286.28601,43.320461
1397,7047922,K01899.01,Kepler-1006 b,CONFIRMED,CANDIDATE,19.76172042,0,MCMC,2.46,88.81,791,92.38,1,6327,4.327,1.175,295.75412,42.537479
1398,9353314,K01900.01,Kepler-1007 b,CONFIRMED,CANDIDATE,5.185002073,0,MCMC,1.17,89.95,652,42.62,1,4325,4.68,0.56,295.90656,45.80912
1399,3629967,K01901.01,,CANDIDATE,CANDIDATE,85.6535849,0,MCMC,2.21,89.95,430,8.08,1,6092,4.471,0.998,286.40231,38.738541
1400,9347009,K01971.01,Kepler-1030 b,CONFIRMED,CANDIDATE,19.32952416,0,MCMC,2.52,89.38,534,19.16,1,5023,4.592,0.78,293.68192,45.817558
1401,11253711,K01972.01,,CANDIDATE,CANDIDATE,17.79106709,0,MCMC,2.11,88.81,725,65.48,1,6095,4.471,0.991,296.08975,48.955372
1402,4917596,K01973.01,Kepler-1032 b,CONFIRMED,CANDIDATE,3.290117953,0,MCMC,1.53,89.38,802,97.96,1,4484,4.654,0.594,289.93085,40.097752
1404,11046458,K00214.01,Kepler-424 b,CONFIRMED,CANDIDATE,3.311864499,0,MCMC,9.13,85.37,1158,424.48,1,5523,4.437,0.946,298.62488,48.57745
