"","rowid","pl_radj","pl_bmassj","pl_rade","pl_bmasse","pl_dens","pl_orbsmax","pl_eqt","st_age","pl_discmethod","cluster","density","mass_gr","radius_cm","volume_cm3"
"521",3396,1.144,0.922,12.823,293.03926,0.764,0.03762,1171,2.7,"Transit",3,0.763715455168358,1750131180000000091206042888842,8178684800,2291601103730696754088046626402
"522",3397,1.1,2.78,12.33,883.53,2.79,0.0717,1480,1.4,"Transit",4,2.5902726035789,5276968199999999564068608626206,7864120000,2037225036742840345868882864622
"523",3399,0.934,22,10.468,6992,NA,8,450,6,"Imaging",1,33.4858080860606,41760180000000000318466220802004,6677352800,1247100858150826080728026048288
"524",3400,1.49,4.01,16.7,1274.44,1.61,0.047,1500,2.55,"Transit",4,1.50336452907173,7611741899999999250620804680802,10652308000,5063137883597625347282220280442
"525",3401,1.363,1.12,15.278,355.9696,0.54,0.01855,2000,0.6,"Transit",3,0.548541117463619,2125972800000000112000628800682,9744359600,3875685399537984450022886062622
"526",3405,1.21,0.92,13.563,292.391,0.64,0.049,NA,NA,"Transit",3,0.644036451008489,1746334799999999991524820820042,8650532000,2711546523904719373608622280646
"527",3406,1.019,0.597,11.422,189.737,0.7,0.03673,NA,7.9,"Transit",3,0.69973002697483,1133219429999999930586440208684,7285034800,1619509505543576240808860826284
"528",3409,1.217,11.79,13.641,3747.06,8.1,0.0454,NA,NA,"Transit",5,8.11186663912334,22379660099999997042628024426006,8700576400,2758879194594179914440444264482
"529",3410,1.33,1.78,14.91,565.71,NA,NA,NA,2.1,"Transit",4,0.938304525919208,3378778200000000369066688624286,9508436000,3600939893889979914240022864806
"530",3411,1.14,1.19,12.78,378.2,1.06,0.0515,1230,NA,"Transit",3,0.996118805515093,2258846099999999943040682864424,8150088000,2267647280117304529024844004284
"531",3412,2.07,4.4,23.203,1398.452,0.62,0.0815,1577,1.88,"Transit",4,0.615205730069242,8352036000000000962460048246004,14798844000,13576004890364038929288404428446
